tract_geoid,tract_name,county_geoid,county_name,county_full_name,health_ins_total,health_ins_pct,acs_health_score
37137950201,"Census Tract 9502.01, Pamlico County, North Carolina",37137,Pamlico,Pamlico County,360,0.1,-0.1957775587711769
37051003305,"Census Tract 33.05, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,519,0.1,-0.1957775587711769
37141920502,"Census Tract 9205.02, Pender County, North Carolina",37141,Pender,Pender County,312,0.18,1.1244428452310766
37045951300,"Census Tract 9513, Cleveland County, North Carolina",37045,Cleveland,Cleveland County,334,0.1,-0.1957775587711769
37033930200,"Census Tract 9302, Caswell County, North Carolina",37033,Caswell,Caswell County,413,0.09,-0.36080510927145876
37151030802,"Census Tract 308.02, Randolph County, North Carolina",37151,Randolph,Randolph County,543,0.09,-0.36080510927145876
37009970200,"Census Tract 9702, Ashe County, North Carolina",37009,Ashe,Ashe County,360,0.13,0.29930509272966827
37011930301,"Census Tract 9303.01, Avery County, North Carolina",37011,Avery,Avery County,761,0.22,1.7845530472322035
37067003107,"Census Tract 31.07, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,322,0.08,-0.5258326597717404
37051003307,"Census Tract 33.07, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,417,0.1,-0.1957775587711769
37051003310,"Census Tract 33.10, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,658,0.15,0.6293601937302316
37005950300,"Census Tract 9503, Alleghany County, North Carolina",37005,Alleghany,Alleghany County,260,0.09,-0.36080510927145876
37051003401,"Census Tract 34.01, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,93,0.04,-1.1859428617728671
37051003405,"Census Tract 34.05, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,22,0.02,-1.5159979627734306
37067004009,"Census Tract 40.09, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,86,0.02,-1.5159979627734306
37067004012,"Census Tract 40.12, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,310,0.05,-1.0209153112725855
37183054115,"Census Tract 541.15, Wake County, North Carolina",37183,Wake,Wake County,1054,0.12,0.1342775422293864
37183054206,"Census Tract 542.06, Wake County, North Carolina",37183,Wake,Wake County,284,0.04,-1.1859428617728671
37081010800,"Census Tract 108, Guilford County, North Carolina",37081,Guilford,Guilford County,127,0.06,-0.8558877607723039
37081011101,"Census Tract 111.01, Guilford County, North Carolina",37081,Guilford,Guilford County,563,0.14,0.4643326432299501
37081016406,"Census Tract 164.06, Guilford County, North Carolina",37081,Guilford,Guilford County,332,0.08,-0.5258326597717404
37157040101,"Census Tract 401.01, Rockingham County, North Carolina",37157,Rockingham,Rockingham County,359,0.09,-0.36080510927145876
37161960300,"Census Tract 9603, Rutherford County, North Carolina",37161,Rutherford,Rutherford County,282,0.11,-0.03075000827089525
37093970101,"Census Tract 9701.01, Hoke County, North Carolina",37093,Hoke,Hoke County,1077,0.12,0.1342775422293864
37095990100,"Census Tract 9901, Hyde County, North Carolina",37095,Hyde,Hyde County,0,0,-1.846053063773994
37097060500,"Census Tract 605, Iredell County, North Carolina",37097,Iredell,Iredell County,370,0.1,-0.1957775587711769
37097060602,"Census Tract 606.02, Iredell County, North Carolina",37097,Iredell,Iredell County,155,0.08,-0.5258326597717404
37097060801,"Census Tract 608.01, Iredell County, North Carolina",37097,Iredell,Iredell County,581,0.18,1.1244428452310766
37091950300,"Census Tract 9503, Hertford County, North Carolina",37091,Hertford,Hertford County,670,0.19,1.2894703957313585
37091950402,"Census Tract 9504.02, Hertford County, North Carolina",37091,Hertford,Hertford County,562,0.15,0.6293601937302316
37067003108,"Census Tract 31.08, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,757,0.2,1.4544979462316403
37067003309,"Census Tract 33.09, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,622,0.12,0.1342775422293864
37067003313,"Census Tract 33.13, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,104,0.07,-0.690860210272022
37007920200,"Census Tract 9202, Anson County, North Carolina",37007,Anson,Anson County,279,0.15,0.6293601937302316
37155961602,"Census Tract 9616.02, Robeson County, North Carolina",37155,Robeson,Robeson County,540,0.13,0.29930509272966827
37155961900,"Census Tract 9619, Robeson County, North Carolina",37155,Robeson,Robeson County,733,0.15,0.6293601937302316
37009970300,"Census Tract 9703, Ashe County, North Carolina",37009,Ashe,Ashe County,418,0.16,0.7943877442305134
37081016407,"Census Tract 164.07, Guilford County, North Carolina",37081,Guilford,Guilford County,238,0.05,-1.0209153112725855
37081016409,"Census Tract 164.09, Guilford County, North Carolina",37081,Guilford,Guilford County,161,0.06,-0.8558877607723039
37011930400,"Census Tract 9304, Avery County, North Carolina",37011,Avery,Avery County,417,0.13,0.29930509272966827
37133000201,"Census Tract 2.01, Onslow County, North Carolina",37133,Onslow,Onslow County,874,0.08,-0.5258326597717404
37111970200,"Census Tract 9702, McDowell County, North Carolina",37111,McDowell,McDowell County,307,0.07,-0.690860210272022
37053110101,"Census Tract 1101.01, Currituck County, North Carolina",37053,Currituck,Currituck County,48,0.05,-1.0209153112725855
37059080400,"Census Tract 804, Davie County, North Carolina",37059,Davie,Davie County,284,0.06,-0.8558877607723039
37053110301,"Census Tract 1103.01, Currituck County, North Carolina",37053,Currituck,Currituck County,357,0.08,-0.5258326597717404
37093970202,"Census Tract 9702.02, Hoke County, North Carolina",37093,Hoke,Hoke County,668,0.17,0.9594152947307952
37057061804,"Census Tract 618.04, Davidson County, North Carolina",37057,Davidson,Davidson County,703,0.12,0.1342775422293864
37167930801,"Census Tract 9308.01, Stanly County, North Carolina",37167,Stanly,Stanly County,443,0.09,-0.36080510927145876
37167930900,"Census Tract 9309, Stanly County, North Carolina",37167,Stanly,Stanly County,746,0.13,0.29930509272966827
37055970501,"Census Tract 9705.01, Dare County, North Carolina",37055,Dare,Dare County,287,0.24,2.114608148232767
37055970602,"Census Tract 9706.02, Dare County, North Carolina",37055,Dare,Dare County,454,0.23,1.9495805977324856
37057060102,"Census Tract 601.02, Davidson County, North Carolina",37057,Davidson,Davidson County,371,0.05,-1.0209153112725855
37057060201,"Census Tract 602.01, Davidson County, North Carolina",37057,Davidson,Davidson County,443,0.09,-0.36080510927145876
37097060901,"Census Tract 609.01, Iredell County, North Carolina",37097,Iredell,Iredell County,598,0.15,0.6293601937302316
37101041101,"Census Tract 411.01, Johnston County, North Carolina",37101,Johnston,Johnston County,523,0.07,-0.690860210272022
37057060602,"Census Tract 606.02, Davidson County, North Carolina",37057,Davidson,Davidson County,190,0.08,-0.5258326597717404
37057060800,"Census Tract 608, Davidson County, North Carolina",37057,Davidson,Davidson County,386,0.1,-0.1957775587711769
37163970200,"Census Tract 9702, Sampson County, North Carolina",37163,Sampson,Sampson County,847,0.13,0.29930509272966827
37057061100,"Census Tract 611, Davidson County, North Carolina",37057,Davidson,Davidson County,748,0.1,-0.1957775587711769
37061090600,"Census Tract 906, Duplin County, North Carolina",37061,Duplin,Duplin County,476,0.13,0.29930509272966827
37053110402,"Census Tract 1104.02, Currituck County, North Carolina",37053,Currituck,Currituck County,797,0.2,1.4544979462316403
37055970200,"Census Tract 9702, Dare County, North Carolina",37055,Dare,Dare County,883,0.2,1.4544979462316403
37163970400,"Census Tract 9704, Sampson County, North Carolina",37163,Sampson,Sampson County,633,0.14,0.4643326432299501
37159051201,"Census Tract 512.01, Rowan County, North Carolina",37159,Rowan,Rowan County,483,0.08,-0.5258326597717404
37055970300,"Census Tract 9703, Dare County, North Carolina",37055,Dare,Dare County,1240,0.19,1.2894703957313585
37097061406,"Census Tract 614.06, Iredell County, North Carolina",37097,Iredell,Iredell County,219,0.04,-1.1859428617728671
37123960200,"Census Tract 9602, Montgomery County, North Carolina",37123,Montgomery,Montgomery County,591,0.09,-0.36080510927145876
37061090100,"Census Tract 901, Duplin County, North Carolina",37061,Duplin,Duplin County,2688,0.27,2.6096907997336123
37167931100,"Census Tract 9311, Stanly County, North Carolina",37167,Stanly,Stanly County,504,0.09,-0.36080510927145876
37183053420,"Census Tract 534.20, Wake County, North Carolina",37183,Wake,Wake County,737,0.09,-0.36080510927145876
37183053421,"Census Tract 534.21, Wake County, North Carolina",37183,Wake,Wake County,174,0.03,-1.350970412273149
37183053505,"Census Tract 535.05, Wake County, North Carolina",37183,Wake,Wake County,67,0.02,-1.5159979627734306
37183053517,"Census Tract 535.17, Wake County, North Carolina",37183,Wake,Wake County,1206,0.23,1.9495805977324856
37183053520,"Census Tract 535.20, Wake County, North Carolina",37183,Wake,Wake County,779,0.13,0.29930509272966827
37099950300,"Census Tract 9503, Jackson County, North Carolina",37099,Jackson,Jackson County,749,0.13,0.29930509272966827
37057062001,"Census Tract 620.01, Davidson County, North Carolina",37057,Davidson,Davidson County,605,0.14,0.4643326432299501
37169070100,"Census Tract 701, Stokes County, North Carolina",37169,Stokes,Stokes County,833,0.13,0.29930509272966827
37109071001,"Census Tract 710.01, Lincoln County, North Carolina",37109,Lincoln,Lincoln County,704,0.13,0.29930509272966827
37109071102,"Census Tract 711.02, Lincoln County, North Carolina",37109,Lincoln,Lincoln County,214,0.04,-1.1859428617728671
37141920601,"Census Tract 9206.01, Pender County, North Carolina",37141,Pender,Pender County,737,0.21,1.6195254967319217
37143920201,"Census Tract 9202.01, Perquimans County, North Carolina",37143,Perquimans,Perquimans County,573,0.2,1.4544979462316403
37193961200,"Census Tract 9612, Wilkes County, North Carolina",37193,Wilkes,Wilkes County,727,0.1,-0.1957775587711769
37165010500,"Census Tract 105, Scotland County, North Carolina",37165,Scotland,Scotland County,814,0.12,0.1342775422293864
37031970801,"Census Tract 9708.01, Carteret County, North Carolina",37031,Carteret,Carteret County,314,0.1,-0.1957775587711769
37031970804,"Census Tract 9708.04, Carteret County, North Carolina",37031,Carteret,Carteret County,247,0.08,-0.5258326597717404
37167930101,"Census Tract 9301.01, Stanly County, North Carolina",37167,Stanly,Stanly County,333,0.07,-0.690860210272022
37057060203,"Census Tract 602.03, Davidson County, North Carolina",37057,Davidson,Davidson County,804,0.13,0.29930509272966827
37097061303,"Census Tract 613.03, Iredell County, North Carolina",37097,Iredell,Iredell County,226,0.05,-1.0209153112725855
37097061403,"Census Tract 614.03, Iredell County, North Carolina",37097,Iredell,Iredell County,218,0.07,-0.690860210272022
37097061405,"Census Tract 614.05, Iredell County, North Carolina",37097,Iredell,Iredell County,187,0.05,-1.0209153112725855
37075920200,"Census Tract 9202, Graham County, North Carolina",37075,Graham,Graham County,324,0.13,0.29930509272966827
37057061500,"Census Tract 615, Davidson County, North Carolina",37057,Davidson,Davidson County,1053,0.16,0.7943877442305134
37057061701,"Census Tract 617.01, Davidson County, North Carolina",37057,Davidson,Davidson County,660,0.14,0.4643326432299501
37057061802,"Census Tract 618.02, Davidson County, North Carolina",37057,Davidson,Davidson County,888,0.12,0.1342775422293864
37059080100,"Census Tract 801, Davie County, North Carolina",37059,Davie,Davie County,1366,0.17,0.9594152947307952
37125951200,"Census Tract 9512, Moore County, North Carolina",37125,Moore,Moore County,718,0.14,0.4643326432299501
37127010504,"Census Tract 105.04, Nash County, North Carolina",37127,Nash,Nash County,393,0.07,-0.690860210272022
37127010602,"Census Tract 106.02, Nash County, North Carolina",37127,Nash,Nash County,591,0.1,-0.1957775587711769
37127010800,"Census Tract 108, Nash County, North Carolina",37127,Nash,Nash County,532,0.07,-0.690860210272022
37011930100,"Census Tract 9301, Avery County, North Carolina",37011,Avery,Avery County,500,0.14,0.4643326432299501
37051003103,"Census Tract 31.03, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,395,0.07,-0.690860210272022
37199960101,"Census Tract 9601.01, Yancey County, North Carolina",37199,Yancey,Yancey County,394,0.1,-0.1957775587711769
37067002901,"Census Tract 29.01, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,717,0.15,0.6293601937302316
37067003004,"Census Tract 30.04, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,203,0.05,-1.0209153112725855
37013930100,"Census Tract 9301, Beaufort County, North Carolina",37013,Beaufort,Beaufort County,473,0.09,-0.36080510927145876
37199960102,"Census Tract 9601.02, Yancey County, North Carolina",37199,Yancey,Yancey County,383,0.2,1.4544979462316403
37125950302,"Census Tract 9503.02, Moore County, North Carolina",37125,Moore,Moore County,368,0.07,-0.690860210272022
37125950402,"Census Tract 9504.02, Moore County, North Carolina",37125,Moore,Moore County,595,0.12,0.1342775422293864
37125950801,"Census Tract 9508.01, Moore County, North Carolina",37125,Moore,Moore County,466,0.09,-0.36080510927145876
37127011500,"Census Tract 115, Nash County, North Carolina",37127,Nash,Nash County,1182,0.18,1.1244428452310766
37129010700,"Census Tract 107, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,513,0.12,0.1342775422293864
37141920300,"Census Tract 9203, Pender County, North Carolina",37141,Pender,Pender County,570,0.13,0.29930509272966827
37051003002,"Census Tract 30.02, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,300,0.11,-0.03075000827089525
37123960402,"Census Tract 9604.02, Montgomery County, North Carolina",37123,Montgomery,Montgomery County,431,0.16,0.7943877442305134
37125950301,"Census Tract 9503.01, Moore County, North Carolina",37125,Moore,Moore County,497,0.08,-0.5258326597717404
37189920701,"Census Tract 9207.01, Watauga County, North Carolina",37189,Watauga,Watauga County,230,0.11,-0.03075000827089525
37179020204,"Census Tract 202.04, Union County, North Carolina",37179,Union,Union County,427,0.1,-0.1957775587711769
37179020800,"Census Tract 208, Union County, North Carolina",37179,Union,Union County,1019,0.18,1.1244428452310766
37127011200,"Census Tract 112, Nash County, North Carolina",37127,Nash,Nash County,487,0.07,-0.690860210272022
37133001800,"Census Tract 18, Onslow County, North Carolina",37133,Onslow,Onslow County,190,0.13,0.29930509272966827
37133002201,"Census Tract 22.01, Onslow County, North Carolina",37133,Onslow,Onslow County,302,0.08,-0.5258326597717404
37183052807,"Census Tract 528.07, Wake County, North Carolina",37183,Wake,Wake County,817,0.13,0.29930509272966827
37179020902,"Census Tract 209.02, Union County, North Carolina",37179,Union,Union County,699,0.1,-0.1957775587711769
37179021009,"Census Tract 210.09, Union County, North Carolina",37179,Union,Union County,85,0.03,-1.350970412273149
37179021011,"Census Tract 210.11, Union County, North Carolina",37179,Union,Union County,531,0.08,-0.5258326597717404
37021002703,"Census Tract 27.03, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,373,0.06,-0.8558877607723039
37183053108,"Census Tract 531.08, Wake County, North Carolina",37183,Wake,Wake County,555,0.07,-0.690860210272022
37183053206,"Census Tract 532.06, Wake County, North Carolina",37183,Wake,Wake County,343,0.07,-0.690860210272022
37183053410,"Census Tract 534.10, Wake County, North Carolina",37183,Wake,Wake County,39,0.01,-1.6810255132737124
37183053411,"Census Tract 534.11, Wake County, North Carolina",37183,Wake,Wake County,134,0.01,-1.6810255132737124
37183053413,"Census Tract 534.13, Wake County, North Carolina",37183,Wake,Wake County,351,0.05,-1.0209153112725855
37165010101,"Census Tract 101.01, Scotland County, North Carolina",37165,Scotland,Scotland County,268,0.08,-0.5258326597717404
37165010200,"Census Tract 102, Scotland County, North Carolina",37165,Scotland,Scotland County,527,0.13,0.29930509272966827
37171930202,"Census Tract 9302.02, Surry County, North Carolina",37171,Surry,Surry County,345,0.11,-0.03075000827089525
37135011602,"Census Tract 116.02, Orange County, North Carolina",37135,Orange,Orange County,177,0.03,-1.350970412273149
37081015706,"Census Tract 157.06, Guilford County, North Carolina",37081,Guilford,Guilford County,41,0.01,-1.6810255132737124
37081016005,"Census Tract 160.05, Guilford County, North Carolina",37081,Guilford,Guilford County,92,0.05,-1.0209153112725855
37183053524,"Census Tract 535.24, Wake County, North Carolina",37183,Wake,Wake County,379,0.1,-0.1957775587711769
37185950200,"Census Tract 9502, Warren County, North Carolina",37185,Warren,Warren County,390,0.08,-0.5258326597717404
37187950100,"Census Tract 9501, Washington County, North Carolina",37187,Washington,Washington County,518,0.11,-0.03075000827089525
37135011901,"Census Tract 119.01, Orange County, North Carolina",37135,Orange,Orange County,330,0.07,-0.690860210272022
37021003102,"Census Tract 31.02, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,760,0.14,0.4643326432299501
37135011202,"Census Tract 112.02, Orange County, North Carolina",37135,Orange,Orange County,599,0.07,-0.690860210272022
37187950300,"Census Tract 9503, Washington County, North Carolina",37187,Washington,Washington County,210,0.12,0.1342775422293864
37147000900,"Census Tract 9, Pitt County, North Carolina",37147,Pitt,Pitt County,1635,0.2,1.4544979462316403
37183053416,"Census Tract 534.16, Wake County, North Carolina",37183,Wake,Wake County,408,0.05,-1.0209153112725855
37147001200,"Census Tract 12, Pitt County, North Carolina",37147,Pitt,Pitt County,548,0.09,-0.36080510927145876
37183053522,"Census Tract 535.22, Wake County, North Carolina",37183,Wake,Wake County,208,0.03,-1.350970412273149
37183053724,"Census Tract 537.24, Wake County, North Carolina",37183,Wake,Wake County,369,0.06,-0.8558877607723039
37183054105,"Census Tract 541.05, Wake County, North Carolina",37183,Wake,Wake County,1261,0.09,-0.36080510927145876
37183053604,"Census Tract 536.04, Wake County, North Carolina",37183,Wake,Wake County,27,0.01,-1.6810255132737124
37183053607,"Census Tract 536.07, Wake County, North Carolina",37183,Wake,Wake County,1017,0.1,-0.1957775587711769
37051001100,"Census Tract 11, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,395,0.1,-0.1957775587711769
37051001400,"Census Tract 14, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,721,0.11,-0.03075000827089525
37135012202,"Census Tract 122.02, Orange County, North Carolina",37135,Orange,Orange County,253,0.05,-1.0209153112725855
37139960300,"Census Tract 9603, Pasquotank County, North Carolina",37139,Pasquotank,Pasquotank County,475,0.18,1.1244428452310766
37139960502,"Census Tract 9605.02, Pasquotank County, North Carolina",37139,Pasquotank,Pasquotank County,620,0.15,0.6293601937302316
37139960600,"Census Tract 9606, Pasquotank County, North Carolina",37139,Pasquotank,Pasquotank County,549,0.09,-0.36080510927145876
37169070700,"Census Tract 707, Stokes County, North Carolina",37169,Stokes,Stokes County,617,0.12,0.1342775422293864
37183053709,"Census Tract 537.09, Wake County, North Carolina",37183,Wake,Wake County,571,0.08,-0.5258326597717404
37183053712,"Census Tract 537.12, Wake County, North Carolina",37183,Wake,Wake County,119,0.04,-1.1859428617728671
37183053714,"Census Tract 537.14, Wake County, North Carolina",37183,Wake,Wake County,299,0.07,-0.690860210272022
37183053717,"Census Tract 537.17, Wake County, North Carolina",37183,Wake,Wake County,339,0.09,-0.36080510927145876
37183053720,"Census Tract 537.20, Wake County, North Carolina",37183,Wake,Wake County,99,0.03,-1.350970412273149
37183053722,"Census Tract 537.22, Wake County, North Carolina",37183,Wake,Wake County,17,0,-1.846053063773994
37133000700,"Census Tract 7, Onslow County, North Carolina",37133,Onslow,Onslow County,17,0,-1.846053063773994
37051001500,"Census Tract 15, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,427,0.15,0.6293601937302316
37051001603,"Census Tract 16.03, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,428,0.11,-0.03075000827089525
37195001300,"Census Tract 13, Wilson County, North Carolina",37195,Wilson,Wilson County,354,0.07,-0.690860210272022
37067004102,"Census Tract 41.02, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,171,0.05,-1.0209153112725855
37067004103,"Census Tract 41.03, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,410,0.09,-0.36080510927145876
37171931101,"Census Tract 9311.01, Surry County, North Carolina",37171,Surry,Surry County,458,0.16,0.7943877442305134
37037020200,"Census Tract 202, Chatham County, North Carolina",37037,Chatham,Chatham County,1206,0.15,0.6293601937302316
37141920403,"Census Tract 9204.03, Pender County, North Carolina",37141,Pender,Pender County,470,0.13,0.29930509272966827
37023020600,"Census Tract 206, Burke County, North Carolina",37023,Burke,Burke County,600,0.12,0.1342775422293864
37045950302,"Census Tract 9503.02, Cleveland County, North Carolina",37045,Cleveland,Cleveland County,877,0.15,0.6293601937302316
37171931102,"Census Tract 9311.02, Surry County, North Carolina",37171,Surry,Surry County,234,0.06,-0.8558877607723039
37171931200,"Census Tract 9312, Surry County, North Carolina",37171,Surry,Surry County,350,0.09,-0.36080510927145876
37037020300,"Census Tract 203, Chatham County, North Carolina",37037,Chatham,Chatham County,593,0.21,1.6195254967319217
37183054106,"Census Tract 541.06, Wake County, North Carolina",37183,Wake,Wake County,2075,0.26,2.4446632492333307
37183054109,"Census Tract 541.09, Wake County, North Carolina",37183,Wake,Wake County,315,0.08,-0.5258326597717404
37183054112,"Census Tract 541.12, Wake County, North Carolina",37183,Wake,Wake County,716,0.16,0.7943877442305134
37125951000,"Census Tract 9510, Moore County, North Carolina",37125,Moore,Moore County,357,0.07,-0.690860210272022
37127010503,"Census Tract 105.03, Nash County, North Carolina",37127,Nash,Nash County,205,0.08,-0.5258326597717404
37183050400,"Census Tract 504, Wake County, North Carolina",37183,Wake,Wake County,18,0.01,-1.6810255132737124
37183050500,"Census Tract 505, Wake County, North Carolina",37183,Wake,Wake County,389,0.1,-0.1957775587711769
37133001000,"Census Tract 10, Onslow County, North Carolina",37133,Onslow,Onslow County,0,0,-1.846053063773994
37133001102,"Census Tract 11.02, Onslow County, North Carolina",37133,Onslow,Onslow County,466,0.14,0.4643326432299501
37155960402,"Census Tract 9604.02, Robeson County, North Carolina",37155,Robeson,Robeson County,648,0.17,0.9594152947307952
37069060402,"Census Tract 604.02, Franklin County, North Carolina",37069,Franklin,Franklin County,904,0.19,1.2894703957313585
37171930801,"Census Tract 9308.01, Surry County, North Carolina",37171,Surry,Surry County,638,0.13,0.29930509272966827
37037020800,"Census Tract 208, Chatham County, North Carolina",37037,Chatham,Chatham County,560,0.06,-0.8558877607723039
37189920703,"Census Tract 9207.03, Watauga County, North Carolina",37189,Watauga,Watauga County,451,0.08,-0.5258326597717404
37013930502,"Census Tract 9305.02, Beaufort County, North Carolina",37013,Beaufort,Beaufort County,551,0.14,0.4643326432299501
37135010901,"Census Tract 109.01, Orange County, North Carolina",37135,Orange,Orange County,689,0.13,0.29930509272966827
37183051501,"Census Tract 515.01, Wake County, North Carolina",37183,Wake,Wake County,46,0.01,-1.6810255132737124
37183051600,"Census Tract 516, Wake County, North Carolina",37183,Wake,Wake County,119,0.03,-1.350970412273149
37183051800,"Census Tract 518, Wake County, North Carolina",37183,Wake,Wake County,147,0.03,-1.350970412273149
37183052002,"Census Tract 520.02, Wake County, North Carolina",37183,Wake,Wake County,785,0.14,0.4643326432299501
37183052301,"Census Tract 523.01, Wake County, North Carolina",37183,Wake,Wake County,505,0.08,-0.5258326597717404
37183052401,"Census Tract 524.01, Wake County, North Carolina",37183,Wake,Wake County,512,0.09,-0.36080510927145876
37039930200,"Census Tract 9302, Cherokee County, North Carolina",37039,Cherokee,Cherokee County,253,0.11,-0.03075000827089525
37191000303,"Census Tract 3.03, Wayne County, North Carolina",37191,Wayne,Wayne County,911,0.14,0.4643326432299501
37191000401,"Census Tract 4.01, Wayne County, North Carolina",37191,Wayne,Wayne County,313,0.05,-1.0209153112725855
37191000700,"Census Tract 7, Wayne County, North Carolina",37191,Wayne,Wayne County,440,0.16,0.7943877442305134
37191000800,"Census Tract 8, Wayne County, North Carolina",37191,Wayne,Wayne County,354,0.13,0.29930509272966827
37183054207,"Census Tract 542.07, Wake County, North Carolina",37183,Wake,Wake County,470,0.05,-1.0209153112725855
37189920400,"Census Tract 9204, Watauga County, North Carolina",37189,Watauga,Watauga County,509,0.06,-0.8558877607723039
37183052603,"Census Tract 526.03, Wake County, North Carolina",37183,Wake,Wake County,43,0.02,-1.5159979627734306
37183052704,"Census Tract 527.04, Wake County, North Carolina",37183,Wake,Wake County,1741,0.27,2.6096907997336123
37193961001,"Census Tract 9610.01, Wilkes County, North Carolina",37193,Wilkes,Wilkes County,603,0.14,0.4643326432299501
37013930900,"Census Tract 9309, Beaufort County, North Carolina",37013,Beaufort,Beaufort County,385,0.09,-0.36080510927145876
37015960200,"Census Tract 9602, Bertie County, North Carolina",37015,Bertie,Bertie County,422,0.11,-0.03075000827089525
37193960802,"Census Tract 9608.02, Wilkes County, North Carolina",37193,Wilkes,Wilkes County,400,0.09,-0.36080510927145876
37103920300,"Census Tract 9203, Jones County, North Carolina",37103,Jones,Jones County,588,0.19,1.2894703957313585
37113970700,"Census Tract 9707, Macon County, North Carolina",37113,Macon,Macon County,994,0.15,0.6293601937302316
37149920101,"Census Tract 9201.01, Polk County, North Carolina",37149,Polk,Polk County,316,0.09,-0.36080510927145876
37173960200,"Census Tract 9602, Swain County, North Carolina",37173,Swain,Swain County,488,0.16,0.7943877442305134
37021002302,"Census Tract 23.02, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,946,0.1,-0.1957775587711769
37021002900,"Census Tract 29, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,498,0.14,0.4643326432299501
37019020602,"Census Tract 206.02, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,1060,0.19,1.2894703957313585
37183053006,"Census Tract 530.06, Wake County, North Carolina",37183,Wake,Wake County,131,0.04,-1.1859428617728671
37151030600,"Census Tract 306, Randolph County, North Carolina",37151,Randolph,Randolph County,1031,0.14,0.4643326432299501
37017950500,"Census Tract 9505, Bladen County, North Carolina",37017,Bladen,Bladen County,552,0.08,-0.5258326597717404
37175960200,"Census Tract 9602, Transylvania County, North Carolina",37175,Transylvania,Transylvania County,988,0.19,1.2894703957313585
37183053008,"Census Tract 530.08, Wake County, North Carolina",37183,Wake,Wake County,551,0.07,-0.690860210272022
37183053106,"Census Tract 531.06, Wake County, North Carolina",37183,Wake,Wake County,487,0.14,0.4643326432299501
37189920100,"Census Tract 9201, Watauga County, North Carolina",37189,Watauga,Watauga County,701,0.15,0.6293601937302316
37183053707,"Census Tract 537.07, Wake County, North Carolina",37183,Wake,Wake County,866,0.13,0.29930509272966827
37169070300,"Census Tract 703, Stokes County, North Carolina",37169,Stokes,Stokes County,607,0.14,0.4643326432299501
37169070600,"Census Tract 706, Stokes County, North Carolina",37169,Stokes,Stokes County,695,0.13,0.29930509272966827
37181960900,"Census Tract 9609, Vance County, North Carolina",37181,Vance,Vance County,1394,0.15,0.6293601937302316
37183053201,"Census Tract 532.01, Wake County, North Carolina",37183,Wake,Wake County,437,0.04,-1.1859428617728671
37183053202,"Census Tract 532.02, Wake County, North Carolina",37183,Wake,Wake County,98,0.02,-1.5159979627734306
37183054209,"Census Tract 542.09, Wake County, North Carolina",37183,Wake,Wake County,628,0.05,-1.0209153112725855
37189920300,"Census Tract 9203, Watauga County, North Carolina",37189,Watauga,Watauga County,297,0.12,0.1342775422293864
37109070700,"Census Tract 707, Lincoln County, North Carolina",37109,Lincoln,Lincoln County,239,0.07,-0.690860210272022
37109070901,"Census Tract 709.01, Lincoln County, North Carolina",37109,Lincoln,Lincoln County,290,0.09,-0.36080510927145876
37183054301,"Census Tract 543.01, Wake County, North Carolina",37183,Wake,Wake County,721,0.12,0.1342775422293864
37183054404,"Census Tract 544.04, Wake County, North Carolina",37183,Wake,Wake County,509,0.08,-0.5258326597717404
37133002800,"Census Tract 28, Onslow County, North Carolina",37133,Onslow,Onslow County,747,0.09,-0.36080510927145876
37135010701,"Census Tract 107.01, Orange County, North Carolina",37135,Orange,Orange County,137,0.06,-0.8558877607723039
37135010704,"Census Tract 107.04, Orange County, North Carolina",37135,Orange,Orange County,369,0.07,-0.690860210272022
37135010705,"Census Tract 107.05, Orange County, North Carolina",37135,Orange,Orange County,573,0.11,-0.03075000827089525
37135010801,"Census Tract 108.01, Orange County, North Carolina",37135,Orange,Orange County,398,0.08,-0.5258326597717404
37147001600,"Census Tract 16, Pitt County, North Carolina",37147,Pitt,Pitt County,678,0.08,-0.5258326597717404
37147002002,"Census Tract 20.02, Pitt County, North Carolina",37147,Pitt,Pitt County,697,0.13,0.29930509272966827
