Month Year,Area Type (table sort),Area,Claim Type,Attribute Category,Attribute,Value
Aug-20,County,Warren,Initial Claims,Industry,Natural Resources & Mining,0
Aug-20,County,Warren,Initial Claims,Industry,Manufacturing,17
Aug-20,County,Warren,Initial Claims,Industry,Leisure & Hospitality,6
Aug-20,County,Warren,Initial Claims,Industry,Information,0
Aug-20,County,Warren,Initial Claims,Industry,Financial Activities,0
Aug-20,County,Warren,Initial Claims,Industry,Educational  & Health Services,25
Aug-20,County,Warren,Initial Claims,Industry,Construction,5
Aug-20,County,Washington,Initial Claims,Claimants,Total Claimants,103
Aug-20,County,Washington,Initial Claims,COVID,COVID-19 Claimants,49
Aug-20,County,Washington,Initial Claims,Gender,Other,
Aug-20,County,Washington,Initial Claims,Gender,Male,
Aug-20,County,Washington,Initial Claims,Gender,Female,57
Aug-20,County,Washington,Initial Claims,Race,Race Unknown,
Aug-20,County,Washington,Initial Claims,Race,Other Race,
Aug-20,County,Washington,Initial Claims,Race,White,33
Aug-20,County,Washington,Initial Claims,Race,Black,62
Aug-20,County,Washington,Initial Claims,Hispanic Origin,Hispanic Origin Unknown,
Aug-20,County,Washington,Initial Claims,Hispanic Origin,Not Hispanic,92
Aug-20,County,Washington,Initial Claims,Hispanic Origin,Hispanic,
Aug-20,County,Washington,Initial Claims,Age,65+,
Aug-20,County,Washington,Initial Claims,Age,60 to 64,
Aug-20,County,Washington,Initial Claims,Age,55 to 59,9
Aug-20,County,Washington,Initial Claims,Age,45 to 54,14
Aug-20,County,Washington,Initial Claims,Age,35 to 44,20
Aug-20,County,Washington,Initial Claims,Age,25 to 34,35
Aug-20,County,Washington,Initial Claims,Age,Less than 25,18
Aug-20,County,Washington,Initial Claims,Industry,Unclassified / Unknown,22
Aug-20,County,Washington,Initial Claims,Industry,"Trade, Transportation, & Utilities",14
Aug-20,County,Washington,Initial Claims,Industry,Public Administration,
Aug-20,County,Washington,Initial Claims,Industry,Professional & Business Services,7
Aug-20,County,Washington,Initial Claims,Industry,Other Services,0
Aug-20,County,Washington,Initial Claims,Industry,Natural Resources & Mining,7
Aug-20,County,Washington,Initial Claims,Industry,Manufacturing,8
Aug-20,County,Washington,Initial Claims,Industry,Leisure & Hospitality,14
Aug-20,County,Washington,Initial Claims,Industry,Information,0
Aug-20,County,Washington,Initial Claims,Industry,Financial Activities,
Aug-20,County,Washington,Initial Claims,Industry,Educational  & Health Services,15
Aug-20,County,Washington,Initial Claims,Industry,Construction,7
Aug-20,County,Watauga,Initial Claims,Claimants,Total Claimants,189
Aug-20,County,Watauga,Initial Claims,COVID,COVID-19 Claimants,116
Aug-20,County,Watauga,Initial Claims,Gender,Other,0
Aug-20,County,Watauga,Initial Claims,Gender,Male,83
Aug-20,County,Watauga,Initial Claims,Gender,Female,106
Aug-20,County,Watauga,Initial Claims,Race,Race Unknown,10
Aug-20,County,Watauga,Initial Claims,Race,Other Race,5
Aug-20,County,Watauga,Initial Claims,Race,White,166
Aug-20,County,Watauga,Initial Claims,Race,Black,8
Aug-20,County,Watauga,Initial Claims,Hispanic Origin,Hispanic Origin Unknown,10
Aug-20,County,Watauga,Initial Claims,Hispanic Origin,Not Hispanic,170
Aug-20,County,Watauga,Initial Claims,Hispanic Origin,Hispanic,9
Aug-20,County,Watauga,Initial Claims,Age,65+,13
Aug-20,County,Watauga,Initial Claims,Age,60 to 64,6
Aug-20,County,Watauga,Initial Claims,Age,55 to 59,11
Aug-20,County,Watauga,Initial Claims,Age,45 to 54,23
Aug-20,County,Watauga,Initial Claims,Age,35 to 44,26
Aug-20,County,Watauga,Initial Claims,Age,25 to 34,54
Aug-20,County,Watauga,Initial Claims,Age,Less than 25,56
Aug-20,County,Watauga,Initial Claims,Industry,Unclassified / Unknown,40
Aug-20,County,Watauga,Initial Claims,Industry,"Trade, Transportation, & Utilities",36
Aug-20,County,Watauga,Initial Claims,Industry,Public Administration,0
Aug-20,County,Watauga,Initial Claims,Industry,Professional & Business Services,7
Aug-20,County,Watauga,Initial Claims,Industry,Other Services,9
Aug-20,County,Watauga,Initial Claims,Industry,Natural Resources & Mining,
Aug-20,County,Watauga,Initial Claims,Industry,Manufacturing,6
Aug-20,County,Watauga,Initial Claims,Industry,Leisure & Hospitality,52
Aug-20,County,Watauga,Initial Claims,Industry,Information,
Aug-20,County,Watauga,Initial Claims,Industry,Financial Activities,6
Aug-20,County,Watauga,Initial Claims,Industry,Educational  & Health Services,26
Aug-20,County,Watauga,Initial Claims,Industry,Construction,5
Aug-20,County,Wayne,Initial Claims,Claimants,Total Claimants,805
Aug-20,County,Wayne,Initial Claims,COVID,COVID-19 Claimants,364
Aug-20,County,Wayne,Initial Claims,Gender,Other,0
Aug-20,County,Wayne,Initial Claims,Gender,Male,392
Aug-20,County,Wayne,Initial Claims,Gender,Female,413
Aug-20,County,Wayne,Initial Claims,Race,Race Unknown,55
Aug-20,County,Wayne,Initial Claims,Race,Other Race,37
Aug-20,County,Wayne,Initial Claims,Race,White,302
Aug-20,County,Wayne,Initial Claims,Race,Black,411
Aug-20,County,Wayne,Initial Claims,Hispanic Origin,Hispanic Origin Unknown,50
Aug-20,County,Wayne,Initial Claims,Hispanic Origin,Not Hispanic,704
Aug-20,County,Wayne,Initial Claims,Hispanic Origin,Hispanic,51
Aug-20,County,Wayne,Initial Claims,Age,65+,31
Aug-20,County,Wayne,Initial Claims,Age,60 to 64,37
Aug-20,County,Wayne,Initial Claims,Age,55 to 59,45
Aug-20,County,Wayne,Initial Claims,Age,45 to 54,121
Aug-20,County,Wayne,Initial Claims,Age,35 to 44,163
Aug-20,County,Wayne,Initial Claims,Age,25 to 34,263
Aug-20,County,Wayne,Initial Claims,Age,Less than 25,145
Aug-20,County,Wayne,Initial Claims,Industry,Unclassified / Unknown,204
Aug-20,County,Wayne,Initial Claims,Industry,"Trade, Transportation, & Utilities",120
Aug-20,County,Wayne,Initial Claims,Industry,Public Administration,12
Aug-20,County,Wayne,Initial Claims,Industry,Professional & Business Services,68
Aug-20,County,Wayne,Initial Claims,Industry,Other Services,18
Aug-20,County,Wayne,Initial Claims,Industry,Natural Resources & Mining,12
Aug-20,County,Wayne,Initial Claims,Industry,Manufacturing,149
Aug-20,County,Wayne,Initial Claims,Industry,Leisure & Hospitality,87
Aug-20,County,Wayne,Initial Claims,Industry,Information,0
Aug-20,County,Wayne,Initial Claims,Industry,Financial Activities,9
Aug-20,County,Wayne,Initial Claims,Industry,Educational  & Health Services,104
Aug-20,County,Wayne,Initial Claims,Industry,Construction,22
Aug-20,County,Wilkes,Initial Claims,Claimants,Total Claimants,441
Aug-20,County,Wilkes,Initial Claims,COVID,COVID-19 Claimants,208
Aug-20,County,Wilkes,Initial Claims,Gender,Other,0
Aug-20,County,Wilkes,Initial Claims,Gender,Male,217
Aug-20,County,Wilkes,Initial Claims,Gender,Female,224
Aug-20,County,Wilkes,Initial Claims,Race,Race Unknown,21
Aug-20,County,Wilkes,Initial Claims,Race,Other Race,24
Aug-20,County,Wilkes,Initial Claims,Race,White,362
Aug-20,County,Wilkes,Initial Claims,Race,Black,34
Aug-20,County,Wilkes,Initial Claims,Hispanic Origin,Hispanic Origin Unknown,32
Aug-20,County,Wilkes,Initial Claims,Hispanic Origin,Not Hispanic,384
Aug-20,County,Wilkes,Initial Claims,Hispanic Origin,Hispanic,25
Aug-20,County,Wilkes,Initial Claims,Age,65+,26
Aug-20,County,Wilkes,Initial Claims,Age,60 to 64,29
Aug-20,County,Wilkes,Initial Claims,Age,55 to 59,25
Aug-20,County,Wilkes,Initial Claims,Age,45 to 54,69
Aug-20,County,Wilkes,Initial Claims,Age,35 to 44,106
Aug-20,County,Wilkes,Initial Claims,Age,25 to 34,120
Aug-20,County,Wilkes,Initial Claims,Age,Less than 25,66
Aug-20,County,Wilkes,Initial Claims,Industry,Unclassified / Unknown,94
Aug-20,County,Wilkes,Initial Claims,Industry,"Trade, Transportation, & Utilities",58
Aug-20,County,Wilkes,Initial Claims,Industry,Public Administration,
Aug-20,County,Wilkes,Initial Claims,Industry,Professional & Business Services,49
Aug-20,County,Wilkes,Initial Claims,Industry,Other Services,5
Aug-20,County,Wilkes,Initial Claims,Industry,Natural Resources & Mining,
Aug-20,County,Wilkes,Initial Claims,Industry,Manufacturing,124
Aug-20,County,Wilkes,Initial Claims,Industry,Leisure & Hospitality,35
Aug-20,County,Wilkes,Initial Claims,Industry,Information,
Aug-20,County,Wilkes,Initial Claims,Industry,Financial Activities,
Aug-20,County,Wilkes,Initial Claims,Industry,Educational  & Health Services,49
Aug-20,County,Wilkes,Initial Claims,Industry,Construction,17
Aug-20,County,Wilson,Initial Claims,Claimants,Total Claimants,664
Aug-20,County,Wilson,Initial Claims,COVID,COVID-19 Claimants,312
Aug-20,County,Wilson,Initial Claims,Gender,Other,
Aug-20,County,Wilson,Initial Claims,Gender,Male,
Aug-20,County,Wilson,Initial Claims,Gender,Female,367
Aug-20,County,Wilson,Initial Claims,Race,Race Unknown,46
Aug-20,County,Wilson,Initial Claims,Race,Other Race,33
Aug-20,County,Wilson,Initial Claims,Race,White,158
Aug-20,County,Wilson,Initial Claims,Race,Black,427
Aug-20,County,Wilson,Initial Claims,Hispanic Origin,Hispanic Origin Unknown,45
Aug-20,County,Wilson,Initial Claims,Hispanic Origin,Not Hispanic,592
Aug-20,County,Wilson,Initial Claims,Hispanic Origin,Hispanic,27
Aug-20,County,Wilson,Initial Claims,Age,65+,32
Aug-20,County,Wilson,Initial Claims,Age,60 to 64,43
Aug-20,County,Wilson,Initial Claims,Age,55 to 59,47
Aug-20,County,Wilson,Initial Claims,Age,45 to 54,91
Aug-20,County,Wilson,Initial Claims,Age,35 to 44,123
Aug-20,County,Wilson,Initial Claims,Age,25 to 34,229
Aug-20,County,Wilson,Initial Claims,Age,Less than 25,99
Aug-20,County,Wilson,Initial Claims,Industry,Unclassified / Unknown,116
Aug-20,County,Wilson,Initial Claims,Industry,"Trade, Transportation, & Utilities",116
Aug-20,County,Wilson,Initial Claims,Industry,Public Administration,11
Aug-20,County,Wilson,Initial Claims,Industry,Professional & Business Services,96
Aug-20,County,Wilson,Initial Claims,Industry,Other Services,
Aug-20,County,Wilson,Initial Claims,Industry,Natural Resources & Mining,
Aug-20,County,Wilson,Initial Claims,Industry,Manufacturing,107
Aug-20,County,Wilson,Initial Claims,Industry,Leisure & Hospitality,75
Aug-20,County,Wilson,Initial Claims,Industry,Information,
Aug-20,County,Wilson,Initial Claims,Industry,Financial Activities,11
Aug-20,County,Wilson,Initial Claims,Industry,Educational  & Health Services,100
Aug-20,County,Wilson,Initial Claims,Industry,Construction,22
Aug-20,County,Yadkin,Initial Claims,Claimants,Total Claimants,203
Aug-20,County,Yadkin,Initial Claims,COVID,COVID-19 Claimants,118
Aug-20,County,Yadkin,Initial Claims,Gender,Other,0
Aug-20,County,Yadkin,Initial Claims,Gender,Male,100
Aug-20,County,Yadkin,Initial Claims,Gender,Female,103
Aug-20,County,Yadkin,Initial Claims,Race,Race Unknown,22
Aug-20,County,Yadkin,Initial Claims,Race,Other Race,
Aug-20,County,Yadkin,Initial Claims,Race,White,157
Aug-20,County,Yadkin,Initial Claims,Race,Black,
Aug-20,County,Yadkin,Initial Claims,Hispanic Origin,Hispanic Origin Unknown,
Aug-20,County,Yadkin,Initial Claims,Hispanic Origin,Not Hispanic,168
Aug-20,County,Yadkin,Initial Claims,Hispanic Origin,Hispanic,
Aug-20,County,Yadkin,Initial Claims,Age,65+,12
Aug-20,County,Yadkin,Initial Claims,Age,60 to 64,16
Aug-20,County,Yadkin,Initial Claims,Age,55 to 59,23
Aug-20,County,Yadkin,Initial Claims,Age,45 to 54,34
Aug-20,County,Yadkin,Initial Claims,Age,35 to 44,43
Aug-20,County,Yadkin,Initial Claims,Age,25 to 34,50
Aug-20,County,Yadkin,Initial Claims,Age,Less than 25,25
Aug-20,County,Yadkin,Initial Claims,Industry,Unclassified / Unknown,34
Aug-20,County,Yadkin,Initial Claims,Industry,"Trade, Transportation, & Utilities",30
Aug-20,County,Yadkin,Initial Claims,Industry,Public Administration,
Aug-20,County,Yadkin,Initial Claims,Industry,Professional & Business Services,28
Aug-20,County,Yadkin,Initial Claims,Industry,Other Services,7
Aug-20,County,Yadkin,Initial Claims,Industry,Natural Resources & Mining,
Aug-20,County,Yadkin,Initial Claims,Industry,Manufacturing,49
Aug-20,County,Yadkin,Initial Claims,Industry,Leisure & Hospitality,18
Aug-20,County,Yadkin,Initial Claims,Industry,Information,
Aug-20,County,Yadkin,Initial Claims,Industry,Financial Activities,
Aug-20,County,Yadkin,Initial Claims,Industry,Educational  & Health Services,22
Aug-20,County,Yadkin,Initial Claims,Industry,Construction,7
Aug-20,County,Yancey,Initial Claims,Claimants,Total Claimants,83
Aug-20,County,Yancey,Initial Claims,COVID,COVID-19 Claimants,51
Aug-20,County,Yancey,Initial Claims,Gender,Other,0
Aug-20,County,Yancey,Initial Claims,Gender,Male,46
Aug-20,County,Yancey,Initial Claims,Gender,Female,37
Aug-20,County,Yancey,Initial Claims,Race,Race Unknown,
Aug-20,County,Yancey,Initial Claims,Race,Other Race,
Aug-20,County,Yancey,Initial Claims,Race,White,74
Aug-20,County,Yancey,Initial Claims,Race,Black,0
Aug-20,County,Yancey,Initial Claims,Hispanic Origin,Hispanic Origin Unknown,12
Aug-20,County,Yancey,Initial Claims,Hispanic Origin,Not Hispanic,71
Aug-20,County,Yancey,Initial Claims,Hispanic Origin,Hispanic,0
Aug-20,County,Yancey,Initial Claims,Age,65+,9
Aug-20,County,Yancey,Initial Claims,Age,60 to 64,
Aug-20,County,Yancey,Initial Claims,Age,55 to 59,
Aug-20,County,Yancey,Initial Claims,Age,45 to 54,13
Aug-20,County,Yancey,Initial Claims,Age,35 to 44,15
Aug-20,County,Yancey,Initial Claims,Age,25 to 34,25
Aug-20,County,Yancey,Initial Claims,Age,Less than 25,9
Aug-20,County,Yancey,Initial Claims,Industry,Unclassified / Unknown,20
Aug-20,County,Yancey,Initial Claims,Industry,"Trade, Transportation, & Utilities",10
Aug-20,County,Yancey,Initial Claims,Industry,Public Administration,0
Aug-20,County,Yancey,Initial Claims,Industry,Professional & Business Services,7
Aug-20,County,Yancey,Initial Claims,Industry,Other Services,7
Aug-20,County,Yancey,Initial Claims,Industry,Natural Resources & Mining,
Aug-20,County,Yancey,Initial Claims,Industry,Manufacturing,12
Aug-20,County,Yancey,Initial Claims,Industry,Leisure & Hospitality,
Aug-20,County,Yancey,Initial Claims,Industry,Information,
Aug-20,County,Yancey,Initial Claims,Industry,Financial Activities,
Aug-20,County,Yancey,Initial Claims,Industry,Educational  & Health Services,14
Aug-20,County,Yancey,Initial Claims,Industry,Construction,
Aug-20,County,Unknown,Initial Claims,Claimants,Total Claimants,166
Aug-20,County,Unknown,Initial Claims,COVID,COVID-19 Claimants,61
Aug-20,County,Unknown,Initial Claims,Gender,Other,0
Aug-20,County,Unknown,Initial Claims,Gender,Male,
Aug-20,County,Unknown,Initial Claims,Gender,Female,
Aug-20,County,Unknown,Initial Claims,Race,Race Unknown,14
Aug-20,County,Unknown,Initial Claims,Race,Other Race,28
Aug-20,County,Unknown,Initial Claims,Race,White,58
Aug-20,County,Unknown,Initial Claims,Race,Black,66
Aug-20,County,Unknown,Initial Claims,Hispanic Origin,Hispanic Origin Unknown,15
Aug-20,County,Unknown,Initial Claims,Hispanic Origin,Not Hispanic,140
Aug-20,County,Unknown,Initial Claims,Hispanic Origin,Hispanic,11
Aug-20,County,Unknown,Initial Claims,Age,65+,5
Aug-20,County,Unknown,Initial Claims,Age,60 to 64,11
Aug-20,County,Unknown,Initial Claims,Age,55 to 59,10
Aug-20,County,Unknown,Initial Claims,Age,45 to 54,23
Aug-20,County,Unknown,Initial Claims,Age,35 to 44,28
Aug-20,County,Unknown,Initial Claims,Age,25 to 34,46
Aug-20,County,Unknown,Initial Claims,Age,Less than 25,43
Aug-20,County,Unknown,Initial Claims,Industry,Unclassified / Unknown,64
Aug-20,County,Unknown,Initial Claims,Industry,"Trade, Transportation, & Utilities",21
Aug-20,County,Unknown,Initial Claims,Industry,Public Administration,0
Aug-20,County,Unknown,Initial Claims,Industry,Professional & Business Services,21
Aug-20,County,Unknown,Initial Claims,Industry,Other Services,
Aug-20,County,Unknown,Initial Claims,Industry,Natural Resources & Mining,
Aug-20,County,Unknown,Initial Claims,Industry,Manufacturing,14
Aug-20,County,Unknown,Initial Claims,Industry,Leisure & Hospitality,19
Aug-20,County,Unknown,Initial Claims,Industry,Information,0
Aug-20,County,Unknown,Initial Claims,Industry,Financial Activities,6
Aug-20,County,Unknown,Initial Claims,Industry,Educational  & Health Services,7
Aug-20,County,Unknown,Initial Claims,Industry,Construction,11
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,Claimants,Total Claimants,2832
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,COVID,COVID-19 Claimants,1454
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,Gender,Other,
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,Gender,Male,
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,Gender,Female,1505
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,Race,Race Unknown,163
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,Race,Other Race,134
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,Race,White,1787
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,Race,Black,748
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,Hispanic Origin,Hispanic Origin Unknown,225
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,Hispanic Origin,Not Hispanic,2484
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,Hispanic Origin,Hispanic,123
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,Age,65+,171
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,Age,60 to 64,187
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,Age,55 to 59,240
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,Age,45 to 54,436
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,Age,35 to 44,568
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,Age,25 to 34,786
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,Age,Less than 25,444
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,Industry,Unclassified / Unknown,710
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,Industry,"Trade, Transportation, & Utilities",427
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,Industry,Public Administration,29
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,Industry,Professional & Business Services,297
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,Industry,Other Services,89
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,Industry,Natural Resources & Mining,6
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,Industry,Manufacturing,148
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,Industry,Leisure & Hospitality,444
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,Industry,Information,43
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,Industry,Financial Activities,65
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,Industry,Educational  & Health Services,405
Aug-20,Workforce Development Board,Cape Fear WDB,Initial Claims,Industry,Construction,170
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,Claimants,Total Claimants,8179
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,COVID,COVID-19 Claimants,4334
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,Gender,Other,25
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,Gender,Male,4031
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,Gender,Female,4123
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,Race,Race Unknown,854
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,Race,Other Race,683
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,Race,White,3570
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,Race,Black,3072
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,Hispanic Origin,Hispanic Origin Unknown,675
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,Hispanic Origin,Not Hispanic,6740
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,Hispanic Origin,Hispanic,764
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,Age,65+,431
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,Age,60 to 64,442
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,Age,55 to 59,605
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,Age,45 to 54,1377
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,Age,35 to 44,1605
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,Age,25 to 34,2317
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,Age,Less than 25,1402
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,Industry,Unclassified / Unknown,1757
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,Industry,"Trade, Transportation, & Utilities",1406
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,Industry,Public Administration,180
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,Industry,Professional & Business Services,1334
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,Industry,Other Services,250
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,Industry,Natural Resources & Mining,12
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,Industry,Manufacturing,365
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,Industry,Leisure & Hospitality,1187
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,Industry,Information,144
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,Industry,Financial Activities,226
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,Industry,Educational  & Health Services,982
Aug-20,Workforce Development Board,Capital Area WDB,Initial Claims,Industry,Construction,338
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,Claimants,Total Claimants,6355
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,COVID,COVID-19 Claimants,3311
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,Gender,Other,13
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,Gender,Male,3107
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,Gender,Female,3235
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,Race,Race Unknown,547
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,Race,Other Race,341
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,Race,White,3552
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,Race,Black,1915
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,Hispanic Origin,Hispanic Origin Unknown,517
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,Hispanic Origin,Not Hispanic,5319
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,Hispanic Origin,Hispanic,519
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,Age,65+,299
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,Age,60 to 64,350
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,Age,55 to 59,512
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,Age,45 to 54,1164
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,Age,35 to 44,1297
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,Age,25 to 34,1696
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,Age,Less than 25,1037
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,Industry,Unclassified / Unknown,1325
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,Industry,"Trade, Transportation, & Utilities",1071
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,Industry,Public Administration,50
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,Industry,Professional & Business Services,854
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,Industry,Other Services,157
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,Industry,Natural Resources & Mining,16
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,Industry,Manufacturing,972
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,Industry,Leisure & Hospitality,702
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,Industry,Information,46
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,Industry,Financial Activities,118
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,Industry,Educational  & Health Services,759
Aug-20,Workforce Development Board,Centralina WDB,Initial Claims,Industry,Construction,286
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,Claimants,Total Claimants,10299
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,COVID,COVID-19 Claimants,5432
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,Gender,Other,27
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,Gender,Male,4920
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,Gender,Female,5352
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,Race,Race Unknown,1143
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,Race,Other Race,729
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,Race,White,2978
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,Race,Black,5449
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,Hispanic Origin,Hispanic Origin Unknown,850
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,Hispanic Origin,Not Hispanic,8487
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,Hispanic Origin,Hispanic,962
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,Age,65+,391
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,Age,60 to 64,452
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,Age,55 to 59,670
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,Age,45 to 54,1613
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,Age,35 to 44,2061
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,Age,25 to 34,3174
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,Age,Less than 25,1938
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,Industry,Unclassified / Unknown,2489
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,Industry,"Trade, Transportation, & Utilities",1978
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,Industry,Public Administration,49
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,Industry,Professional & Business Services,1893
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,Industry,Other Services,310
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,Industry,Natural Resources & Mining,18
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,Industry,Manufacturing,406
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,Industry,Leisure & Hospitality,1430
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,Industry,Information,141
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,Industry,Financial Activities,321
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,Industry,Educational  & Health Services,976
Aug-20,Workforce Development Board,Charlotte Works WDB,Initial Claims,Industry,Construction,295
