Month Year,Area Type (table sort),Area,Claim Type,Attribute Category,Attribute,Value
Aug-20,County,Sampson,Continued Claims,Race,Race Unknown,111
Aug-20,County,Sampson,Continued Claims,Race,Other Race,51
Aug-20,County,Sampson,Continued Claims,Race,White,406
Aug-20,County,Sampson,Continued Claims,Race,Black,495
Aug-20,County,Sampson,Continued Claims,Hispanic Origin,Hispanic Origin Unknown,59
Aug-20,County,Sampson,Continued Claims,Hispanic Origin,Not Hispanic,888
Aug-20,County,Sampson,Continued Claims,Hispanic Origin,Hispanic,116
Aug-20,County,Sampson,Continued Claims,Age,65+,63
Aug-20,County,Sampson,Continued Claims,Age,60 to 64,44
Aug-20,County,Sampson,Continued Claims,Age,55 to 59,73
Aug-20,County,Sampson,Continued Claims,Age,45 to 54,188
Aug-20,County,Sampson,Continued Claims,Age,35 to 44,229
Aug-20,County,Sampson,Continued Claims,Age,25 to 34,335
Aug-20,County,Sampson,Continued Claims,Age,Less than 25,131
Aug-20,County,Sampson,Continued Claims,Industry,Unclassified / Unknown,202
Aug-20,County,Sampson,Continued Claims,Industry,"Trade, Transportation, & Utilities",152
Aug-20,County,Sampson,Continued Claims,Industry,Public Administration,13
Aug-20,County,Sampson,Continued Claims,Industry,Professional & Business Services,97
Aug-20,County,Sampson,Continued Claims,Industry,Other Services,32
Aug-20,County,Sampson,Continued Claims,Industry,Natural Resources & Mining,23
Aug-20,County,Sampson,Continued Claims,Industry,Manufacturing,182
Aug-20,County,Sampson,Continued Claims,Industry,Leisure & Hospitality,102
Aug-20,County,Sampson,Continued Claims,Industry,Information,5
Aug-20,County,Sampson,Continued Claims,Industry,Financial Activities,8
Aug-20,County,Sampson,Continued Claims,Industry,Educational  & Health Services,192
Aug-20,County,Sampson,Continued Claims,Industry,Construction,56
Aug-20,County,Scotland,Continued Claims,Claims,Total Cont. Weeks Claimed,3299
Aug-20,County,Scotland,Continued Claims,Claimants,Total Claimants,1068
Aug-20,County,Scotland,Continued Claims,COVID,COVID-19 Claimants,599
Aug-20,County,Scotland,Continued Claims,Gender,Other,
Aug-20,County,Scotland,Continued Claims,Gender,Male,
Aug-20,County,Scotland,Continued Claims,Gender,Female,613
Aug-20,County,Scotland,Continued Claims,Race,Race Unknown,26
Aug-20,County,Scotland,Continued Claims,Race,Other Race,180
Aug-20,County,Scotland,Continued Claims,Race,White,260
Aug-20,County,Scotland,Continued Claims,Race,Black,602
Aug-20,County,Scotland,Continued Claims,Hispanic Origin,Hispanic Origin Unknown,73
Aug-20,County,Scotland,Continued Claims,Hispanic Origin,Not Hispanic,975
Aug-20,County,Scotland,Continued Claims,Hispanic Origin,Hispanic,20
Aug-20,County,Scotland,Continued Claims,Age,65+,49
Aug-20,County,Scotland,Continued Claims,Age,60 to 64,36
Aug-20,County,Scotland,Continued Claims,Age,55 to 59,46
Aug-20,County,Scotland,Continued Claims,Age,45 to 54,159
Aug-20,County,Scotland,Continued Claims,Age,35 to 44,232
Aug-20,County,Scotland,Continued Claims,Age,25 to 34,370
Aug-20,County,Scotland,Continued Claims,Age,Less than 25,176
Aug-20,County,Scotland,Continued Claims,Industry,Unclassified / Unknown,202
Aug-20,County,Scotland,Continued Claims,Industry,"Trade, Transportation, & Utilities",147
Aug-20,County,Scotland,Continued Claims,Industry,Public Administration,11
Aug-20,County,Scotland,Continued Claims,Industry,Professional & Business Services,215
Aug-20,County,Scotland,Continued Claims,Industry,Other Services,10
Aug-20,County,Scotland,Continued Claims,Industry,Natural Resources & Mining,0
Aug-20,County,Scotland,Continued Claims,Industry,Manufacturing,178
Aug-20,County,Scotland,Continued Claims,Industry,Leisure & Hospitality,110
Aug-20,County,Scotland,Continued Claims,Industry,Information,0
Aug-20,County,Scotland,Continued Claims,Industry,Financial Activities,10
Aug-20,County,Scotland,Continued Claims,Industry,Educational  & Health Services,157
Aug-20,County,Scotland,Continued Claims,Industry,Construction,31
Aug-20,County,Stanly,Continued Claims,Claims,Total Cont. Weeks Claimed,2998
Aug-20,County,Stanly,Continued Claims,Claimants,Total Claimants,1104
Aug-20,County,Stanly,Continued Claims,COVID,COVID-19 Claimants,707
Aug-20,County,Stanly,Continued Claims,Gender,Other,
Aug-20,County,Stanly,Continued Claims,Gender,Male,
Aug-20,County,Stanly,Continued Claims,Gender,Female,621
Aug-20,County,Stanly,Continued Claims,Race,Race Unknown,64
Aug-20,County,Stanly,Continued Claims,Race,Other Race,83
Aug-20,County,Stanly,Continued Claims,Race,White,660
Aug-20,County,Stanly,Continued Claims,Race,Black,297
Aug-20,County,Stanly,Continued Claims,Hispanic Origin,Hispanic Origin Unknown,109
Aug-20,County,Stanly,Continued Claims,Hispanic Origin,Not Hispanic,957
Aug-20,County,Stanly,Continued Claims,Hispanic Origin,Hispanic,38
Aug-20,County,Stanly,Continued Claims,Age,65+,48
Aug-20,County,Stanly,Continued Claims,Age,60 to 64,63
Aug-20,County,Stanly,Continued Claims,Age,55 to 59,109
Aug-20,County,Stanly,Continued Claims,Age,45 to 54,204
Aug-20,County,Stanly,Continued Claims,Age,35 to 44,226
Aug-20,County,Stanly,Continued Claims,Age,25 to 34,335
Aug-20,County,Stanly,Continued Claims,Age,Less than 25,119
Aug-20,County,Stanly,Continued Claims,Industry,Unclassified / Unknown,146
Aug-20,County,Stanly,Continued Claims,Industry,"Trade, Transportation, & Utilities",148
Aug-20,County,Stanly,Continued Claims,Industry,Public Administration,16
Aug-20,County,Stanly,Continued Claims,Industry,Professional & Business Services,123
Aug-20,County,Stanly,Continued Claims,Industry,Other Services,35
Aug-20,County,Stanly,Continued Claims,Industry,Natural Resources & Mining,
Aug-20,County,Stanly,Continued Claims,Industry,Manufacturing,287
Aug-20,County,Stanly,Continued Claims,Industry,Leisure & Hospitality,142
Aug-20,County,Stanly,Continued Claims,Industry,Information,
Aug-20,County,Stanly,Continued Claims,Industry,Financial Activities,
Aug-20,County,Stanly,Continued Claims,Industry,Educational  & Health Services,144
Aug-20,County,Stanly,Continued Claims,Industry,Construction,46
Aug-20,County,Stokes,Continued Claims,Claims,Total Cont. Weeks Claimed,1973
Aug-20,County,Stokes,Continued Claims,Claimants,Total Claimants,788
Aug-20,County,Stokes,Continued Claims,COVID,COVID-19 Claimants,571
Aug-20,County,Stokes,Continued Claims,Gender,Other,
Aug-20,County,Stokes,Continued Claims,Gender,Male,393
Aug-20,County,Stokes,Continued Claims,Gender,Female,
Aug-20,County,Stokes,Continued Claims,Race,Race Unknown,21
Aug-20,County,Stokes,Continued Claims,Race,Other Race,24
Aug-20,County,Stokes,Continued Claims,Race,White,678
Aug-20,County,Stokes,Continued Claims,Race,Black,65
Aug-20,County,Stokes,Continued Claims,Hispanic Origin,Hispanic Origin Unknown,
Aug-20,County,Stokes,Continued Claims,Hispanic Origin,Not Hispanic,716
Aug-20,County,Stokes,Continued Claims,Hispanic Origin,Hispanic,
Aug-20,County,Stokes,Continued Claims,Age,65+,52
Aug-20,County,Stokes,Continued Claims,Age,60 to 64,77
Aug-20,County,Stokes,Continued Claims,Age,55 to 59,85
Aug-20,County,Stokes,Continued Claims,Age,45 to 54,146
Aug-20,County,Stokes,Continued Claims,Age,35 to 44,131
Aug-20,County,Stokes,Continued Claims,Age,25 to 34,196
Aug-20,County,Stokes,Continued Claims,Age,Less than 25,101
Aug-20,County,Stokes,Continued Claims,Industry,Unclassified / Unknown,88
Aug-20,County,Stokes,Continued Claims,Industry,"Trade, Transportation, & Utilities",107
Aug-20,County,Stokes,Continued Claims,Industry,Public Administration,7
Aug-20,County,Stokes,Continued Claims,Industry,Professional & Business Services,96
Aug-20,County,Stokes,Continued Claims,Industry,Other Services,19
Aug-20,County,Stokes,Continued Claims,Industry,Natural Resources & Mining,
Aug-20,County,Stokes,Continued Claims,Industry,Manufacturing,203
Aug-20,County,Stokes,Continued Claims,Industry,Leisure & Hospitality,90
Aug-20,County,Stokes,Continued Claims,Industry,Information,10
Aug-20,County,Stokes,Continued Claims,Industry,Financial Activities,
Aug-20,County,Stokes,Continued Claims,Industry,Educational  & Health Services,126
Aug-20,County,Stokes,Continued Claims,Industry,Construction,34
Aug-20,County,Surry,Continued Claims,Claims,Total Cont. Weeks Claimed,3431
Aug-20,County,Surry,Continued Claims,Claimants,Total Claimants,1286
Aug-20,County,Surry,Continued Claims,COVID,COVID-19 Claimants,848
Aug-20,County,Surry,Continued Claims,Gender,Other,
Aug-20,County,Surry,Continued Claims,Gender,Male,
Aug-20,County,Surry,Continued Claims,Gender,Female,662
Aug-20,County,Surry,Continued Claims,Race,Race Unknown,98
Aug-20,County,Surry,Continued Claims,Race,Other Race,37
Aug-20,County,Surry,Continued Claims,Race,White,1049
Aug-20,County,Surry,Continued Claims,Race,Black,102
Aug-20,County,Surry,Continued Claims,Hispanic Origin,Hispanic Origin Unknown,93
Aug-20,County,Surry,Continued Claims,Hispanic Origin,Not Hispanic,1078
Aug-20,County,Surry,Continued Claims,Hispanic Origin,Hispanic,115
Aug-20,County,Surry,Continued Claims,Age,65+,89
Aug-20,County,Surry,Continued Claims,Age,60 to 64,78
Aug-20,County,Surry,Continued Claims,Age,55 to 59,124
Aug-20,County,Surry,Continued Claims,Age,45 to 54,245
Aug-20,County,Surry,Continued Claims,Age,35 to 44,236
Aug-20,County,Surry,Continued Claims,Age,25 to 34,359
Aug-20,County,Surry,Continued Claims,Age,Less than 25,155
Aug-20,County,Surry,Continued Claims,Industry,Unclassified / Unknown,163
Aug-20,County,Surry,Continued Claims,Industry,"Trade, Transportation, & Utilities",179
Aug-20,County,Surry,Continued Claims,Industry,Public Administration,15
Aug-20,County,Surry,Continued Claims,Industry,Professional & Business Services,196
Aug-20,County,Surry,Continued Claims,Industry,Other Services,40
Aug-20,County,Surry,Continued Claims,Industry,Natural Resources & Mining,
Aug-20,County,Surry,Continued Claims,Industry,Manufacturing,263
Aug-20,County,Surry,Continued Claims,Industry,Leisure & Hospitality,138
Aug-20,County,Surry,Continued Claims,Industry,Information,
Aug-20,County,Surry,Continued Claims,Industry,Financial Activities,13
Aug-20,County,Surry,Continued Claims,Industry,Educational  & Health Services,185
Aug-20,County,Surry,Continued Claims,Industry,Construction,85
Aug-20,County,Swain,Continued Claims,Claims,Total Cont. Weeks Claimed,629
Aug-20,County,Swain,Continued Claims,Claimants,Total Claimants,227
Aug-20,County,Swain,Continued Claims,COVID,COVID-19 Claimants,151
Aug-20,County,Swain,Continued Claims,Gender,Other,0
Aug-20,County,Swain,Continued Claims,Gender,Male,86
Aug-20,County,Swain,Continued Claims,Gender,Female,141
Aug-20,County,Swain,Continued Claims,Race,Race Unknown,
Aug-20,County,Swain,Continued Claims,Race,Other Race,99
Aug-20,County,Swain,Continued Claims,Race,White,117
Aug-20,County,Swain,Continued Claims,Race,Black,
Aug-20,County,Swain,Continued Claims,Hispanic Origin,Hispanic Origin Unknown,17
Aug-20,County,Swain,Continued Claims,Hispanic Origin,Not Hispanic,194
Aug-20,County,Swain,Continued Claims,Hispanic Origin,Hispanic,16
Aug-20,County,Swain,Continued Claims,Age,65+,10
Aug-20,County,Swain,Continued Claims,Age,60 to 64,17
Aug-20,County,Swain,Continued Claims,Age,55 to 59,15
Aug-20,County,Swain,Continued Claims,Age,45 to 54,33
Aug-20,County,Swain,Continued Claims,Age,35 to 44,53
Aug-20,County,Swain,Continued Claims,Age,25 to 34,63
Aug-20,County,Swain,Continued Claims,Age,Less than 25,36
Aug-20,County,Swain,Continued Claims,Industry,Unclassified / Unknown,40
Aug-20,County,Swain,Continued Claims,Industry,"Trade, Transportation, & Utilities",24
Aug-20,County,Swain,Continued Claims,Industry,Public Administration,5
Aug-20,County,Swain,Continued Claims,Industry,Professional & Business Services,12
Aug-20,County,Swain,Continued Claims,Industry,Other Services,
Aug-20,County,Swain,Continued Claims,Industry,Natural Resources & Mining,0
Aug-20,County,Swain,Continued Claims,Industry,Manufacturing,5
Aug-20,County,Swain,Continued Claims,Industry,Leisure & Hospitality,115
Aug-20,County,Swain,Continued Claims,Industry,Information,
Aug-20,County,Swain,Continued Claims,Industry,Financial Activities,
Aug-20,County,Swain,Continued Claims,Industry,Educational  & Health Services,16
Aug-20,County,Swain,Continued Claims,Industry,Construction,5
Aug-20,County,Transylvania,Continued Claims,Claims,Total Cont. Weeks Claimed,977
Aug-20,County,Transylvania,Continued Claims,Claimants,Total Claimants,365
Aug-20,County,Transylvania,Continued Claims,COVID,COVID-19 Claimants,229
Aug-20,County,Transylvania,Continued Claims,Gender,Other,0
Aug-20,County,Transylvania,Continued Claims,Gender,Male,155
Aug-20,County,Transylvania,Continued Claims,Gender,Female,210
Aug-20,County,Transylvania,Continued Claims,Race,Race Unknown,19
Aug-20,County,Transylvania,Continued Claims,Race,Other Race,16
Aug-20,County,Transylvania,Continued Claims,Race,White,296
Aug-20,County,Transylvania,Continued Claims,Race,Black,34
Aug-20,County,Transylvania,Continued Claims,Hispanic Origin,Hispanic Origin Unknown,28
Aug-20,County,Transylvania,Continued Claims,Hispanic Origin,Not Hispanic,328
Aug-20,County,Transylvania,Continued Claims,Hispanic Origin,Hispanic,9
Aug-20,County,Transylvania,Continued Claims,Age,65+,24
Aug-20,County,Transylvania,Continued Claims,Age,60 to 64,16
Aug-20,County,Transylvania,Continued Claims,Age,55 to 59,22
Aug-20,County,Transylvania,Continued Claims,Age,45 to 54,69
Aug-20,County,Transylvania,Continued Claims,Age,35 to 44,91
Aug-20,County,Transylvania,Continued Claims,Age,25 to 34,96
Aug-20,County,Transylvania,Continued Claims,Age,Less than 25,47
Aug-20,County,Transylvania,Continued Claims,Industry,Unclassified / Unknown,66
Aug-20,County,Transylvania,Continued Claims,Industry,"Trade, Transportation, & Utilities",39
Aug-20,County,Transylvania,Continued Claims,Industry,Public Administration,
Aug-20,County,Transylvania,Continued Claims,Industry,Professional & Business Services,35
Aug-20,County,Transylvania,Continued Claims,Industry,Other Services,16
Aug-20,County,Transylvania,Continued Claims,Industry,Natural Resources & Mining,0
Aug-20,County,Transylvania,Continued Claims,Industry,Manufacturing,30
Aug-20,County,Transylvania,Continued Claims,Industry,Leisure & Hospitality,83
Aug-20,County,Transylvania,Continued Claims,Industry,Information,
Aug-20,County,Transylvania,Continued Claims,Industry,Financial Activities,
Aug-20,County,Transylvania,Continued Claims,Industry,Educational  & Health Services,68
Aug-20,County,Transylvania,Continued Claims,Industry,Construction,13
Aug-20,County,Tyrrell,Continued Claims,Claims,Total Cont. Weeks Claimed,178
Aug-20,County,Tyrrell,Continued Claims,Claimants,Total Claimants,59
Aug-20,County,Tyrrell,Continued Claims,COVID,COVID-19 Claimants,33
Aug-20,County,Tyrrell,Continued Claims,Gender,Other,0
Aug-20,County,Tyrrell,Continued Claims,Gender,Male,23
Aug-20,County,Tyrrell,Continued Claims,Gender,Female,36
Aug-20,County,Tyrrell,Continued Claims,Race,Race Unknown,
Aug-20,County,Tyrrell,Continued Claims,Race,Other Race,
Aug-20,County,Tyrrell,Continued Claims,Race,White,20
Aug-20,County,Tyrrell,Continued Claims,Race,Black,37
Aug-20,County,Tyrrell,Continued Claims,Hispanic Origin,Hispanic Origin Unknown,
Aug-20,County,Tyrrell,Continued Claims,Hispanic Origin,Not Hispanic,
Aug-20,County,Tyrrell,Continued Claims,Hispanic Origin,Hispanic,0
Aug-20,County,Tyrrell,Continued Claims,Age,65+,11
Aug-20,County,Tyrrell,Continued Claims,Age,60 to 64,
Aug-20,County,Tyrrell,Continued Claims,Age,55 to 59,7
Aug-20,County,Tyrrell,Continued Claims,Age,45 to 54,
Aug-20,County,Tyrrell,Continued Claims,Age,35 to 44,14
Aug-20,County,Tyrrell,Continued Claims,Age,25 to 34,9
Aug-20,County,Tyrrell,Continued Claims,Age,Less than 25,
Aug-20,County,Tyrrell,Continued Claims,Industry,Unclassified / Unknown,
Aug-20,County,Tyrrell,Continued Claims,Industry,"Trade, Transportation, & Utilities",
Aug-20,County,Tyrrell,Continued Claims,Industry,Public Administration,
Aug-20,County,Tyrrell,Continued Claims,Industry,Professional & Business Services,
Aug-20,County,Tyrrell,Continued Claims,Industry,Other Services,
Aug-20,County,Tyrrell,Continued Claims,Industry,Natural Resources & Mining,
Aug-20,County,Tyrrell,Continued Claims,Industry,Manufacturing,10
Aug-20,County,Tyrrell,Continued Claims,Industry,Leisure & Hospitality,7
Aug-20,County,Tyrrell,Continued Claims,Industry,Information,
Aug-20,County,Tyrrell,Continued Claims,Industry,Financial Activities,
Aug-20,County,Tyrrell,Continued Claims,Industry,Educational  & Health Services,14
Aug-20,County,Tyrrell,Continued Claims,Industry,Construction,5
Aug-20,County,Union,Continued Claims,Claims,Total Cont. Weeks Claimed,10370
Aug-20,County,Union,Continued Claims,Claimants,Total Claimants,3745
Aug-20,County,Union,Continued Claims,COVID,COVID-19 Claimants,2506
Aug-20,County,Union,Continued Claims,Gender,Other,
Aug-20,County,Union,Continued Claims,Gender,Male,
Aug-20,County,Union,Continued Claims,Gender,Female,1961
Aug-20,County,Union,Continued Claims,Race,Race Unknown,335
Aug-20,County,Union,Continued Claims,Race,Other Race,217
Aug-20,County,Union,Continued Claims,Race,White,2096
Aug-20,County,Union,Continued Claims,Race,Black,1097
Aug-20,County,Union,Continued Claims,Hispanic Origin,Hispanic Origin Unknown,267
Aug-20,County,Union,Continued Claims,Hispanic Origin,Not Hispanic,3137
Aug-20,County,Union,Continued Claims,Hispanic Origin,Hispanic,341
Aug-20,County,Union,Continued Claims,Age,65+,186
Aug-20,County,Union,Continued Claims,Age,60 to 64,249
Aug-20,County,Union,Continued Claims,Age,55 to 59,324
Aug-20,County,Union,Continued Claims,Age,45 to 54,794
Aug-20,County,Union,Continued Claims,Age,35 to 44,781
Aug-20,County,Union,Continued Claims,Age,25 to 34,888
Aug-20,County,Union,Continued Claims,Age,Less than 25,523
Aug-20,County,Union,Continued Claims,Industry,Unclassified / Unknown,518
Aug-20,County,Union,Continued Claims,Industry,"Trade, Transportation, & Utilities",599
Aug-20,County,Union,Continued Claims,Industry,Public Administration,
Aug-20,County,Union,Continued Claims,Industry,Professional & Business Services,525
Aug-20,County,Union,Continued Claims,Industry,Other Services,131
Aug-20,County,Union,Continued Claims,Industry,Natural Resources & Mining,
Aug-20,County,Union,Continued Claims,Industry,Manufacturing,513
Aug-20,County,Union,Continued Claims,Industry,Leisure & Hospitality,549
Aug-20,County,Union,Continued Claims,Industry,Information,55
Aug-20,County,Union,Continued Claims,Industry,Financial Activities,104
Aug-20,County,Union,Continued Claims,Industry,Educational  & Health Services,532
Aug-20,County,Union,Continued Claims,Industry,Construction,194
Aug-20,County,Vance,Continued Claims,Claims,Total Cont. Weeks Claimed,4341
Aug-20,County,Vance,Continued Claims,Claimants,Total Claimants,1403
Aug-20,County,Vance,Continued Claims,COVID,COVID-19 Claimants,816
Aug-20,County,Vance,Continued Claims,Gender,Other,
Aug-20,County,Vance,Continued Claims,Gender,Male,
Aug-20,County,Vance,Continued Claims,Gender,Female,848
Aug-20,County,Vance,Continued Claims,Race,Race Unknown,51
Aug-20,County,Vance,Continued Claims,Race,Other Race,30
Aug-20,County,Vance,Continued Claims,Race,White,284
Aug-20,County,Vance,Continued Claims,Race,Black,1038
Aug-20,County,Vance,Continued Claims,Hispanic Origin,Hispanic Origin Unknown,96
Aug-20,County,Vance,Continued Claims,Hispanic Origin,Not Hispanic,1271
Aug-20,County,Vance,Continued Claims,Hispanic Origin,Hispanic,36
Aug-20,County,Vance,Continued Claims,Age,65+,76
Aug-20,County,Vance,Continued Claims,Age,60 to 64,74
Aug-20,County,Vance,Continued Claims,Age,55 to 59,97
Aug-20,County,Vance,Continued Claims,Age,45 to 54,233
Aug-20,County,Vance,Continued Claims,Age,35 to 44,283
Aug-20,County,Vance,Continued Claims,Age,25 to 34,440
Aug-20,County,Vance,Continued Claims,Age,Less than 25,200
Aug-20,County,Vance,Continued Claims,Industry,Unclassified / Unknown,145
Aug-20,County,Vance,Continued Claims,Industry,"Trade, Transportation, & Utilities",247
Aug-20,County,Vance,Continued Claims,Industry,Public Administration,13
Aug-20,County,Vance,Continued Claims,Industry,Professional & Business Services,295
Aug-20,County,Vance,Continued Claims,Industry,Other Services,
Aug-20,County,Vance,Continued Claims,Industry,Natural Resources & Mining,
Aug-20,County,Vance,Continued Claims,Industry,Manufacturing,184
Aug-20,County,Vance,Continued Claims,Industry,Leisure & Hospitality,144
Aug-20,County,Vance,Continued Claims,Industry,Information,9
Aug-20,County,Vance,Continued Claims,Industry,Financial Activities,11
Aug-20,County,Vance,Continued Claims,Industry,Educational  & Health Services,300
Aug-20,County,Vance,Continued Claims,Industry,Construction,36
Aug-20,County,Wake,Continued Claims,Claims,Total Cont. Weeks Claimed,62927
Aug-20,County,Wake,Continued Claims,Claimants,Total Claimants,22198
Aug-20,County,Wake,Continued Claims,COVID,COVID-19 Claimants,14712
Aug-20,County,Wake,Continued Claims,Gender,Other,
Aug-20,County,Wake,Continued Claims,Gender,Male,
Aug-20,County,Wake,Continued Claims,Gender,Female,11917
Aug-20,County,Wake,Continued Claims,Race,Race Unknown,2203
Aug-20,County,Wake,Continued Claims,Race,Other Race,1906
Aug-20,County,Wake,Continued Claims,Race,White,9243
Aug-20,County,Wake,Continued Claims,Race,Black,8846
Aug-20,County,Wake,Continued Claims,Hispanic Origin,Hispanic Origin Unknown,1647
Aug-20,County,Wake,Continued Claims,Hispanic Origin,Not Hispanic,18645
Aug-20,County,Wake,Continued Claims,Hispanic Origin,Hispanic,1906
Aug-20,County,Wake,Continued Claims,Age,65+,1163
Aug-20,County,Wake,Continued Claims,Age,60 to 64,1294
Aug-20,County,Wake,Continued Claims,Age,55 to 59,1644
Aug-20,County,Wake,Continued Claims,Age,45 to 54,4028
Aug-20,County,Wake,Continued Claims,Age,35 to 44,4529
Aug-20,County,Wake,Continued Claims,Age,25 to 34,6236
Aug-20,County,Wake,Continued Claims,Age,Less than 25,3304
Aug-20,County,Wake,Continued Claims,Industry,Unclassified / Unknown,2808
Aug-20,County,Wake,Continued Claims,Industry,"Trade, Transportation, & Utilities",3974
Aug-20,County,Wake,Continued Claims,Industry,Public Administration,415
Aug-20,County,Wake,Continued Claims,Industry,Professional & Business Services,3979
Aug-20,County,Wake,Continued Claims,Industry,Other Services,724
Aug-20,County,Wake,Continued Claims,Industry,Natural Resources & Mining,25
Aug-20,County,Wake,Continued Claims,Industry,Manufacturing,1015
Aug-20,County,Wake,Continued Claims,Industry,Leisure & Hospitality,4243
Aug-20,County,Wake,Continued Claims,Industry,Information,415
Aug-20,County,Wake,Continued Claims,Industry,Financial Activities,623
Aug-20,County,Wake,Continued Claims,Industry,Educational  & Health Services,3174
Aug-20,County,Wake,Continued Claims,Industry,Construction,822
Aug-20,County,Warren,Continued Claims,Claims,Total Cont. Weeks Claimed,979
Aug-20,County,Warren,Continued Claims,Claimants,Total Claimants,312
Aug-20,County,Warren,Continued Claims,COVID,COVID-19 Claimants,174
Aug-20,County,Warren,Continued Claims,Gender,Other,0
Aug-20,County,Warren,Continued Claims,Gender,Male,
Aug-20,County,Warren,Continued Claims,Gender,Female,
Aug-20,County,Warren,Continued Claims,Race,Race Unknown,12
Aug-20,County,Warren,Continued Claims,Race,Other Race,21
Aug-20,County,Warren,Continued Claims,Race,White,45
Aug-20,County,Warren,Continued Claims,Race,Black,234
Aug-20,County,Warren,Continued Claims,Hispanic Origin,Hispanic Origin Unknown,28
Aug-20,County,Warren,Continued Claims,Hispanic Origin,Not Hispanic,276
Aug-20,County,Warren,Continued Claims,Hispanic Origin,Hispanic,8
Aug-20,County,Warren,Continued Claims,Age,65+,23
Aug-20,County,Warren,Continued Claims,Age,60 to 64,16
Aug-20,County,Warren,Continued Claims,Age,55 to 59,18
Aug-20,County,Warren,Continued Claims,Age,45 to 54,40
Aug-20,County,Warren,Continued Claims,Age,35 to 44,81
Aug-20,County,Warren,Continued Claims,Age,25 to 34,97
Aug-20,County,Warren,Continued Claims,Age,Less than 25,37
Aug-20,County,Warren,Continued Claims,Industry,Unclassified / Unknown,46
Aug-20,County,Warren,Continued Claims,Industry,"Trade, Transportation, & Utilities",45
Aug-20,County,Warren,Continued Claims,Industry,Public Administration,
Aug-20,County,Warren,Continued Claims,Industry,Professional & Business Services,61
Aug-20,County,Warren,Continued Claims,Industry,Other Services,
Aug-20,County,Warren,Continued Claims,Industry,Natural Resources & Mining,
Aug-20,County,Warren,Continued Claims,Industry,Manufacturing,44
Aug-20,County,Warren,Continued Claims,Industry,Leisure & Hospitality,19
Aug-20,County,Warren,Continued Claims,Industry,Information,0
Aug-20,County,Warren,Continued Claims,Industry,Financial Activities,
Aug-20,County,Warren,Continued Claims,Industry,Educational  & Health Services,61
Aug-20,County,Warren,Continued Claims,Industry,Construction,21
Aug-20,County,Washington,Continued Claims,Claims,Total Cont. Weeks Claimed,833
Aug-20,County,Washington,Continued Claims,Claimants,Total Claimants,277
Aug-20,County,Washington,Continued Claims,COVID,COVID-19 Claimants,147
Aug-20,County,Washington,Continued Claims,Gender,Other,0
Aug-20,County,Washington,Continued Claims,Gender,Male,122
Aug-20,County,Washington,Continued Claims,Gender,Female,155
Aug-20,County,Washington,Continued Claims,Race,Race Unknown,9
Aug-20,County,Washington,Continued Claims,Race,Other Race,7
Aug-20,County,Washington,Continued Claims,Race,White,59
Aug-20,County,Washington,Continued Claims,Race,Black,202
Aug-20,County,Washington,Continued Claims,Hispanic Origin,Hispanic Origin Unknown,
Aug-20,County,Washington,Continued Claims,Hispanic Origin,Not Hispanic,253
Aug-20,County,Washington,Continued Claims,Hispanic Origin,Hispanic,
Aug-20,County,Washington,Continued Claims,Age,65+,9
Aug-20,County,Washington,Continued Claims,Age,60 to 64,10
Aug-20,County,Washington,Continued Claims,Age,55 to 59,19
Aug-20,County,Washington,Continued Claims,Age,45 to 54,44
Aug-20,County,Washington,Continued Claims,Age,35 to 44,66
Aug-20,County,Washington,Continued Claims,Age,25 to 34,85
Aug-20,County,Washington,Continued Claims,Age,Less than 25,44
Aug-20,County,Washington,Continued Claims,Industry,Unclassified / Unknown,34
Aug-20,County,Washington,Continued Claims,Industry,"Trade, Transportation, & Utilities",40
Aug-20,County,Washington,Continued Claims,Industry,Public Administration,
Aug-20,County,Washington,Continued Claims,Industry,Professional & Business Services,22
Aug-20,County,Washington,Continued Claims,Industry,Other Services,5
Aug-20,County,Washington,Continued Claims,Industry,Natural Resources & Mining,18
Aug-20,County,Washington,Continued Claims,Industry,Manufacturing,27
Aug-20,County,Washington,Continued Claims,Industry,Leisure & Hospitality,34
Aug-20,County,Washington,Continued Claims,Industry,Information,
Aug-20,County,Washington,Continued Claims,Industry,Financial Activities,10
Aug-20,County,Washington,Continued Claims,Industry,Educational  & Health Services,61
Aug-20,County,Washington,Continued Claims,Industry,Construction,23
Aug-20,County,Watauga,Continued Claims,Claims,Total Cont. Weeks Claimed,1379
Aug-20,County,Watauga,Continued Claims,Claimants,Total Claimants,547
Aug-20,County,Watauga,Continued Claims,COVID,COVID-19 Claimants,392
Aug-20,County,Watauga,Continued Claims,Gender,Other,
Aug-20,County,Watauga,Continued Claims,Gender,Male,
Aug-20,County,Watauga,Continued Claims,Gender,Female,281
Aug-20,County,Watauga,Continued Claims,Race,Race Unknown,31
Aug-20,County,Watauga,Continued Claims,Race,Other Race,25
Aug-20,County,Watauga,Continued Claims,Race,White,467
Aug-20,County,Watauga,Continued Claims,Race,Black,24
Aug-20,County,Watauga,Continued Claims,Hispanic Origin,Hispanic Origin Unknown,31
Aug-20,County,Watauga,Continued Claims,Hispanic Origin,Not Hispanic,496
Aug-20,County,Watauga,Continued Claims,Hispanic Origin,Hispanic,20
Aug-20,County,Watauga,Continued Claims,Age,65+,38
Aug-20,County,Watauga,Continued Claims,Age,60 to 64,27
Aug-20,County,Watauga,Continued Claims,Age,55 to 59,40
